Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,activity_nM,activity_M,pActivity,binding_label
CHEMBL5437508,,,1062.29,,,PTD15,C[C@H]1CN(C(=O)CCCCCCCCCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,IC50,'=',5000.0,nM,5.3,,,UO_0000065,4.99,,,,0,CHEMBL5342660,Inhibition of CRBN in HEK293 cells using NanoGlo substrate incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5338787,1,Scientific Literature,J Med Chem,2023,,TIME = 2.0 hr,INHIBITOR,,5000.0,5000.0,5e-06,5.301029995663981,0
CHEMBL848,LENALIDOMIDE,4.0,259.26,0.0,0.03,Lenalidomide,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,Ki,'=',1490.0,nM,5.83,,,UO_0000065,22.47,0.42,5.8,6.3,0,CHEMBL4618786,Binding affinity to CBRN (unknown origin) incubated for 60 mins by lenalidomide displacement assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4616687,1,Scientific Literature,ACS Med Chem Lett,2020,,,,,1.49,1490.0,1.4900000000000001e-06,5.826813731587726,0
CHEMBL848,LENALIDOMIDE,4.0,259.26,0.0,0.03,3,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,IC50,'=',19000.0,nM,4.72,,,UO_0000065,18.21,0.34,4.69,5.1,0,CHEMBL5374907,Binding affinity to human CRBN TBD using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,19.0,19000.0,1.9e-05,4.721246399047171,0
CHEMBL5411174,,,265.24,0.0,-0.06,8b,Nc1cccc(C(=O)NC2CCC(=O)NC2=O)c1F,IC50,'=',93000.0,nM,4.03,,,UO_0000065,15.2,0.29,4.09,3.98,0,CHEMBL5374907,Binding affinity to human CRBN TBD using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,93.0,93000.0,9.300000000000001e-05,4.031517051446065,0
CHEMBL5439012,,,265.24,0.0,-0.06,8f,Nc1cccc(F)c1C(=O)NC1CCC(=O)NC1=O,IC50,'=',114000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5374907,Binding affinity to human CRBN TBD using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,114.0,114000.0,0.000114,3.9430951486635273,0
CHEMBL5414951,,,329.36,0.0,0.98,20,CCCCNc1ccc2c(=O)n(C3CCC(=O)NC3=O)nnc2c1,IC50,'=',16000.0,nM,4.8,,,UO_0000065,14.56,0.27,3.82,4.53,0,CHEMBL5374907,Binding affinity to human CRBN TBD using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,16.0,16000.0,1.6000000000000003e-05,4.795880017344075,0
CHEMBL5410366,,,233.23,0.0,-0.38,52,O=C1CCC(NC(=O)c2ccccn2)C(=O)N1,IC50,'=',133000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5374907,Binding affinity to human CRBN TBD using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,133.0,133000.0,0.000133,3.876148359032914,0
CHEMBL5430307,,,378.4,0.0,0.69,16,CCCCNC(=O)CNc1ccc(C(=O)NC2CCC(=O)NC2=O)c(F)c1,Ki,'=',25000.0,nM,4.6,,,UO_0000065,12.16,0.23,3.91,3.95,0,CHEMBL5374908,Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,25.0,25000.0,2.5e-05,4.6020599913279625,0
CHEMBL5421440,,,322.34,0.0,1.54,17,CCCCOc1ccc(C(=O)NC2CCC(=O)NC2=O)c(F)c1,Ki,'=',31000.0,nM,4.51,,,UO_0000065,13.99,0.27,2.97,5.34,0,CHEMBL5374908,Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,31.0,31000.0,3.1e-05,4.508638306165727,0
CHEMBL5415637,,,315.37,0.0,1.66,23,CCCCNc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,Ki,'=',430.0,nM,6.37,,,UO_0000065,20.19,0.38,4.71,8.11,0,CHEMBL5374908,Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,0.43,430.0,4.3e-07,6.366531544420414,1
CHEMBL5405846,,,767.36,2.0,5.34,Pro-3,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCN1CCC(c3ccc4c(c3)CN(C3CCC(=O)NC3=O)C4=O)CC1)c1nnc(C)n1-2,IC50,'=',622.1,nM,6.21,,,UO_0000065,8.09,0.16,0.87,4.37,0,CHEMBL5379636,Binding affinity to Nano-Luc fused CRBN (unknown origin) expressed in live HEK293 cells incubated for 30 mins by NanoBRET target engagement assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5376000,1,Scientific Literature,J Med Chem,2023,,TIME = 0.5 hr,BINDING AGENT,,622.1,622.1,6.221e-07,6.206139798657331,1
CHEMBL5420072,,,775.33,2.0,5.77,Pro-8,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCNc1ccc(Cc3ccc4c(c3)CN(C3CCC(=O)NC3=O)C4=O)cc1)c1nnc(C)n1-2,IC50,'=',54.6,nM,7.26,,,UO_0000065,9.37,0.18,1.49,4.82,0,CHEMBL5379636,Binding affinity to Nano-Luc fused CRBN (unknown origin) expressed in live HEK293 cells incubated for 30 mins by NanoBRET target engagement assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5376000,1,Scientific Literature,J Med Chem,2023,,TIME = 0.5 hr,BINDING AGENT,,54.6,54.6,5.4600000000000006e-08,7.262807357295262,1
CHEMBL5399582,,,246.27,0.0,0.15,CPD-315,O=C1CCC(NC(=O)Cc2ccccc2)C(=O)N1,IC50,'>',50000.0,nM,,,,UO_0000065,,,,,0,CHEMBL5380587,Inhibition of N-terminal fused Nano Luc CRBN in HEK293T cells by NanoBRET CRBN engagement assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293T,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5376021,1,Scientific Literature,RSC Med Chem,2024,,,,,50.0,50000.0,5e-05,4.301029995663981,0
CHEMBL6132745,,,982.11,2.0,4.89,22,CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)CCN5CCC(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7)CC5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',148.0,nM,6.83,,,UO_0000065,6.95,0.13,1.94,3.62,0,CHEMBL6075859,Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,TIME = 2.0 hr,BINDING AGENT,,148.0,148.0,1.48e-07,6.8297382846050425,1
CHEMBL5877051,,,282.3,0.0,2.42,BDBM588295,CCOC(=O)c1cc(-c2ccc3c(c2)NC(=O)C3)ccn1,IC50,'=',200000.0,nM,,Outside typical range,1237121,UO_0000065,,,,,0,CHEMBL5738908,"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.",B,BAO_0000357,single protein format,,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5729525,37,BindingDB Patent Bioactivity Data,,2023,,,,,200000.0,200000.0,0.0002,3.6989700043360187,0
CHEMBL5865634,,,426.48,0.0,3.02,BDBM588380,[N-]=[N+]=NCCOCCOCCOCCNc1ncccc1-c1ccc2c(c1)NC(=O)C2,IC50,'>',300000.0,nM,,Outside typical range,1237202,UO_0000065,,,,,0,CHEMBL5738908,"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.",B,BAO_0000357,single protein format,,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5729525,37,BindingDB Patent Bioactivity Data,,2023,,,,,300000.0,300000.0,0.00030000000000000003,3.5228787452803374,0
CHEMBL100259,URIDINE,3.0,244.2,0.0,-2.85,Uridine,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,Ki,'=',390000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4679656,Binding affinity to human CRBN-thalidomide binding domain expressed in Escherichia coli by measuring baseline corrected normalized fluorescence by MST based assay,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4673389,1,Scientific Literature,ACS Med Chem Lett,2021,,,BINDING AGENT,,390.0,390000.0,0.00039000000000000005,3.408935392973501,0
CHEMBL566,URACIL,3.0,112.09,0.0,-0.94,Uracil,O=c1cc[nH]c(=O)[nH]1,Ki,'=',212000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4679656,Binding affinity to human CRBN-thalidomide binding domain expressed in Escherichia coli by measuring baseline corrected normalized fluorescence by MST based assay,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4673389,1,Scientific Literature,ACS Med Chem Lett,2021,,,BINDING AGENT,,212.0,212000.0,0.000212,3.6736641390712483,0
CHEMBL25028,DIMETHYL SULFONE,1.0,94.14,0.0,-0.34,DMSO,CS(C)(=O)=O,Ki,'=',137490000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL3768102,Inhibition of MANT-uracil binding to human CRBN (delta 1 to 315) by Cheng-Prusoff equation analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL3763149,1,Scientific Literature,J Med Chem,2016,,,,,137490.0,137490000.0,0.13749,0.8617288880355509,0
CHEMBL5192405,,,422.42,0.0,3.13,5; Y08207,CC(=O)c1cc(C(=O)Nc2cc(CO)cc(-c3cnn(C)c3)c2F)c2cc(O)ccn12,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL5517055,Inhibition of biotinylated thalidomide binding to CRBN (40 to 442 residues) (unknown origin) incubated for 1 hrs by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5512685,1,Scientific Literature,J Med Chem,2024,,TIME = 1.0 hr,,,100.0,100000.0,0.0001,4.0,0
CHEMBL848,LENALIDOMIDE,4.0,259.26,0.0,0.03,3,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,Ki,'=',6400.0,nM,5.19,,,UO_0000065,20.03,0.37,5.16,5.61,0,CHEMBL5374908,Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,6.4,6400.0,6.4000000000000006e-06,5.1938200260161125,0
CHEMBL5399110,,,247.25,0.0,-0.2,8e,Nc1ccccc1C(=O)NC1CCC(=O)NC1=O,Ki,'=',35000.0,nM,4.46,,,UO_0000065,18.02,0.34,4.66,4.4,0,CHEMBL5374908,Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,35.0,35000.0,3.5000000000000004e-05,4.455931955649724,0
CHEMBL6120470,,,550.67,1.0,3.51,15,COc1ccc(CN2[C@@H]3C[C@H]2CN(c2ccc(-c4cc(OCC5CCNCC5)cn5ncc(C#N)c45)cn2)C3)cn1,IC50,'>',50000.0,nM,,,,UO_0000065,,,,,0,CHEMBL6075859,Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,TIME = 2.0 hr,,,50000.0,50000.0,5e-05,4.301029995663981,0
CHEMBL6046495,,,534.6,1.0,3.14,1',COC1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CCN(c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,IC50,'>',50000.0,nM,,,,UO_0000065,,,,,0,CHEMBL6075842,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,,,,50000.0,50000.0,5e-05,4.301029995663981,0
CHEMBL5861317,,,628.73,1.0,4.35,17,CCOc1cc(-c2ccc(N3CCC(CN4CCN(CC)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'>',50000.0,nM,,,,UO_0000065,,,,,0,CHEMBL6075842,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,,,,50000.0,50000.0,5e-05,4.301029995663981,0
CHEMBL6102816,,,1010.16,,,20,CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)CCCCN5CCC(c6ccc7c(c6)CN(C6CCC(=O)NC6=O)C7=O)CC5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',20.7,nM,7.68,,,UO_0000065,7.61,,,,0,CHEMBL6075842,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,,BINDING AGENT,,20.7,20.7,2.07e-08,7.684029654543083,1
CHEMBL6078524,,,982.11,3.0,5.46,27,CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)CCN5CCC(c6ccc7c(N8CCC(=O)NC8=O)nn(C)c7c6)CC5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',202.2,nM,6.69,,,UO_0000065,6.82,0.13,1.23,3.53,0,CHEMBL6075842,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,,BINDING AGENT,,202.2,202.2,2.022e-07,6.694218848745018,1
CHEMBL6091882,,,982.11,2.0,4.89,19,CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)CCN5CCC(c6ccc7c(c6)CN(C6CCC(=O)NC6=O)C7=O)CC5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',12.4,nM,7.91,,,UO_0000065,8.05,0.15,3.02,4.19,0,CHEMBL6075859,Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,TIME = 2.0 hr,BINDING AGENT,,12.4,12.4,1.2400000000000002e-08,7.906578314837765,1
CHEMBL848,LENALIDOMIDE,4.0,259.26,0.0,0.03,4-NH2-EM12,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,IC50,'=',390.0,nM,6.41,,,UO_0000065,24.72,0.46,6.38,6.93,0,CHEMBL5256274,Displacement of fluorescent tracer from NanoLuc-tagged CRBN (unknown origin) by NanoBRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5252640,1,Scientific Literature,RSC Med Chem,2023,,,BINDING AGENT,,390.0,390.0,3.9e-07,6.4089353929735005,1
CHEMBL297116,,,259.26,0.0,0.03,6-NH2-EM12,Nc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,IC50,'=',658.0,nM,6.18,,,UO_0000065,23.84,0.44,6.15,6.68,0,CHEMBL5256274,Displacement of fluorescent tracer from NanoLuc-tagged CRBN (unknown origin) by NanoBRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5252640,1,Scientific Literature,RSC Med Chem,2023,,,BINDING AGENT,,658.0,658.0,6.58e-07,6.181774106386045,1
CHEMBL468,THALIDOMIDE,4.0,258.23,0.0,0.09,Thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,IC50,'=',2900.0,nM,5.54,,,UO_0000065,21.44,0.4,5.45,6.63,0,CHEMBL5325039,Binding affinity to GST-tagged wild type human CRBN incubated for 3 hrs by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5321293,1,Scientific Literature,J Med Chem,2023,,TIME = 3.0 hr,BINDING AGENT,,2.9,2900.0,2.9e-06,5.5376020021010435,0
CHEMBL4449512,,,774.72,2.0,6.07,MG-277,O=C1CCC(N2Cc3c(CCCCCNC(=O)[C@@H]4NC5(CCCCC5)[C@@]5(C(=O)Nc6cc(Cl)ccc65)[C@H]4c4cccc(Cl)c4F)cccc3C2=O)C(=O)N1,IC50,'=',3.1,nM,8.51,,,UO_0000065,10.98,0.22,2.44,6.22,0,CHEMBL4323221,Binding affinity to cereblon in human RV4:11/IRMI-2 cells harboring p53 hotspot mutation Y236H/R249G assessed as cell growth inhibition measured after 4 days,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4321819,1,Scientific Literature,J Med Chem,2019,,,,,3.1,3.1,3.1000000000000005e-09,8.508638306165727,1
CHEMBL4449512,,,774.72,2.0,6.07,MG-277,O=C1CCC(N2Cc3c(CCCCCNC(=O)[C@@H]4NC5(CCCCC5)[C@@]5(C(=O)Nc6cc(Cl)ccc65)[C@H]4c4cccc(Cl)c4F)cccc3C2=O)C(=O)N1,IC50,'=',28.7,nM,7.54,,,UO_0000065,9.74,0.19,1.47,5.52,0,CHEMBL4323223,Binding affinity to cereblon in human MDA-MB-468 cells assessed as cell growth inhibition measured after 4 days,B,BAO_0000219,cell-based format,Homo sapiens,,,MDA-MB-468,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4321819,1,Scientific Literature,J Med Chem,2019,CHEMBL3308424,,,,28.7,28.7,2.8700000000000002e-08,7.542118103266008,1
CHEMBL5565490,,,814.87,3.0,5.82,18,CN(CCCO[C@H]1C[C@H](Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)C1)C[C@H]1CC[C@H](n2cc3cc(NC(=O)c4cccc(C(F)(F)F)n4)ccc3n2)CC1,IC50,'=',24.0,nM,7.62,,,UO_0000065,9.35,0.18,1.8,4.54,0,CHEMBL5525798,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,,,OCI-Ly10,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523727,1,Scientific Literature,J Med Chem,2024,,,BINDING AGENT,,24.0,24.0,2.4000000000000003e-08,7.619788758288394,1
CHEMBL5561338,,,840.9,3.0,6.45,25,COc1cc2nn([C@H]3CC[C@H](CN4CCC5(CC4)CC(CNc4cccc6c4C(=O)N(C4CCC(=O)NC4=O)C6=O)C5)CC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,IC50,'=',66.0,nM,7.18,,,UO_0000065,8.54,0.16,0.73,4.28,0,CHEMBL5525798,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,,,OCI-Ly10,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523727,1,Scientific Literature,J Med Chem,2024,,,BINDING AGENT,,66.0,66.0,6.600000000000001e-08,7.180456064458132,1
CHEMBL4648134,,,298.3,0.0,0.35,23,Nc1ccc(C(=O)NC2CCC(=O)NC2=O)c2ncccc12,Ki,'=',800.0,nM,6.1,,,UO_0000065,20.44,0.38,5.75,5.34,0,CHEMBL4618786,Binding affinity to CBRN (unknown origin) incubated for 60 mins by lenalidomide displacement assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4616687,1,Scientific Literature,ACS Med Chem Lett,2020,,,,,0.8,800.0,8.000000000000001e-07,6.096910013008056,1
CHEMBL5409036,,,340.33,0.0,0.45,CPD-2129,CN1C(=O)CCC(N2Cc3ccc(S(=O)(=O)F)cc3C2=O)C1=O,IC50,'=',23000.0,nM,4.64,,,UO_0000065,13.63,0.28,4.19,5.05,0,CHEMBL5380587,Inhibition of N-terminal fused Nano Luc CRBN in HEK293T cells by NanoBRET CRBN engagement assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293T,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5376021,1,Scientific Literature,RSC Med Chem,2024,,,INHIBITOR,,23.0,23000.0,2.3e-05,4.638272163982407,0
CHEMBL5430028,,,312.32,0.0,0.58,CPD-2130,O=C1CCC(N2Cc3ccc(S(=O)(=O)F)cc3C2=O)CN1,IC50,'=',8500.0,nM,5.07,,,UO_0000065,16.24,0.33,4.49,6.07,0,CHEMBL5380587,Inhibition of N-terminal fused Nano Luc CRBN in HEK293T cells by NanoBRET CRBN engagement assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293T,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5376021,1,Scientific Literature,RSC Med Chem,2024,,,INHIBITOR,,8.5,8500.0,8.5e-06,5.070581074285707,0
CHEMBL5420894,,,375.37,0.0,-0.72,"Table 1, R5C1",O=C1CCC(N2Cc3ccc(S(=O)(=O)n4cncn4)cc3C2=O)C(=O)N1,IC50,'=',77.9,nM,7.11,,,UO_0000065,18.94,0.37,7.83,5.41,0,CHEMBL5375575,Displacement of BODIPY-lenalidomide from human N-terminal NanoLuc-fused CRBN expressed in HEK293T cells incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293T,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370678,1,Scientific Literature,ACS Med Chem Lett,2023,,TIME = 2.0 hr,BINDING AGENT,,77.9,77.9,7.790000000000002e-08,7.108462542327436,1
