"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL6016146";"";"None";"213.24";"0";"1.76";"BDBM562161";"O=C1CCc2ccc(-n3ccnc3)cc2N1";"Kd";"'='";"16.0";"nM";"7.80";"";"1187628";"UO_0000065";"36.56";"0.67";"6.04";"16.62";"0";"CHEMBL5738275";"Â Fluorescence Direct Binding Protocol: Process 1) Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content 2) Titration measurements of the protein against ligand by at least 12 titration steps to obtain a good s-curve fit 3) Repeat the same titration measurements with the ligand alone to enable correction 4) Check the stability of the protein once by titration against DMSO alone 5) Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of a UV-spectrophotometer 6) Use Excel template for the correction of the measured raw data 7) Use GraphPad Prism software for the quadratic binding fit and the Kd evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729219";"37";"BindingDB Patent Bioactivity Data";"";"2022";"None";"";"";"";"16.0"
"CHEMBL5836574";"";"None";"293.33";"0";"2.17";"BDBM562163";"O=C1CCc2cc(C(=O)N3CCc4cccnc43)ccc2N1";"Kd";"'='";"23.0";"nM";"7.64";"";"1187630";"UO_0000065";"26.04";"0.47";"5.47";"12.26";"0";"CHEMBL5738275";"Â Fluorescence Direct Binding Protocol: Process 1) Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content 2) Titration measurements of the protein against ligand by at least 12 titration steps to obtain a good s-curve fit 3) Repeat the same titration measurements with the ligand alone to enable correction 4) Check the stability of the protein once by titration against DMSO alone 5) Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of a UV-spectrophotometer 6) Use Excel template for the correction of the measured raw data 7) Use GraphPad Prism software for the quadratic binding fit and the Kd evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729219";"37";"BindingDB Patent Bioactivity Data";"";"2022";"None";"";"";"";"23.0"
"CHEMBL6008654";"";"None";"307.35";"0";"2.56";"BDBM562168";"O=C1CCc2cc(C(=O)N3CCCc4ccccc43)cnc2N1";"k_off";"'='";"";"s-1";"";"";"1187635";"";"";"";"";"";"0";"CHEMBL5738275";"Â Fluorescence Direct Binding Protocol: Process 1) Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content 2) Titration measurements of the protein against ligand by at least 12 titration steps to obtain a good s-curve fit 3) Repeat the same titration measurements with the ligand alone to enable correction 4) Check the stability of the protein once by titration against DMSO alone 5) Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of a UV-spectrophotometer 6) Use Excel template for the correction of the measured raw data 7) Use GraphPad Prism software for the quadratic binding fit and the Kd evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729219";"37";"BindingDB Patent Bioactivity Data";"";"2022";"None";"";"";"";""
"CHEMBL5951647";"";"None";"1027.61";"None";"None";"BDBM562173";"Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCOCCOCCNC(=O)c1ccc3c(c1)nc(-c1cc(-c4cncn4C)nc4ccccc14)n3-c1ccc3c(c1)CCC(=O)N3)c1nnc(C)n1-2";"Kd";"'='";"524.0";"nM";"6.28";"";"1187640";"UO_0000065";"6.11";"None";"None";"None";"0";"CHEMBL5738275";"Â Fluorescence Direct Binding Protocol: Process 1) Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content 2) Titration measurements of the protein against ligand by at least 12 titration steps to obtain a good s-curve fit 3) Repeat the same titration measurements with the ligand alone to enable correction 4) Check the stability of the protein once by titration against DMSO alone 5) Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of a UV-spectrophotometer 6) Use Excel template for the correction of the measured raw data 7) Use GraphPad Prism software for the quadratic binding fit and the Kd evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729219";"37";"BindingDB Patent Bioactivity Data";"";"2022";"None";"";"";"";"524.0"
"CHEMBL6167743";"";"None";"941.12";"3";"5.98";"21; NU227326";"C[C@@H](C(=O)Nc1cccc(OC2CCN(C(=O)CN3CCC(N4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)CC2)c1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1";"Kd";"'='";"380.0";"nM";"6.42";"";"";"UO_0000065";"6.82";"0.13";"0.44";"3.90";"0";"CHEMBL6157717";"Binding affinity to CRBN (unknown origin) assessed as dissociation constant by Biolayer Interferometry assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6153131";"1";"Scientific Literature";"J Med Chem";"2025";"None";"";"BINDING AGENT";"";"380.0"
"CHEMBL5895792";"";"None";"210.24";"0";"2.24";"BDBM588320";"O=C1Cc2cccc(-c3ccncc3)c2N1";"IC50";"'>'";"300000.0";"nM";"";"Outside typical range";"1237144";"UO_0000065";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"300000.0"
"CHEMBL5843237";"";"None";"239.28";"0";"2.28";"BDBM588329";"CNc1ccc(-c2ccc3c(c2)CC(=O)N3)cn1";"k_off";"'='";"";"s-1";"";"";"1237153";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5885016";"";"None";"253.26";"0";"1.83";"BDBM588357";"O=C1Cc2cc(NC(=O)c3cccnc3)ccc2N1";"k_off";"'='";"";"s-1";"";"";"1237179";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5963702";"";"None";"321.38";"0";"1.89";"BDBM588304";"O=C1Cc2ccc(-c3cccc(C(=O)N4CCNCC4)c3)cc2N1";"k_off";"'='";"";"s-1";"";"";"1237128";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL6049967";"";"None";"211.22";"0";"1.64";"BDBM588358";"O=C1Cc2cc(-c3ccncc3)ncc2N1";"kon";"'='";"";"";"";"";"1237180";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5846647";"";"None";"273.34";"0";"1.01";"BDBM588310";"CN1CCC(NC(=O)c2ccc3c(c2)NC(=O)C3)CC1";"IC50";"'>'";"300000.0";"nM";"";"Outside typical range";"1237134";"UO_0000065";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"300000.0"
"CHEMBL5807731";"";"None";"259.31";"0";"0.74";"BDBM588362";"NC1CCN(C(=O)c2ccc3c(c2)NC(=O)C3)CC1";"kon";"'='";"";"";"";"";"1237184";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
