"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL6050242";"";"None";"313.32";"0";"0.15";"BDBM594700";"O=C1NC(=O)C2(CCN(C(=O)c3cnn4ccccc34)CC2)N1";"kon";"'='";"";"";"";"";"1260368";"";"";"";"";"";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL6035708";"";"None";"290.28";"0";"0.77";"BDBM594705";"O=C1NC(=O)C2(CCN(c3ccc([N+](=O)[O-])cc3)CC2)N1";"Kd";"'<'";"1.0";"nM";"";"";"1260373";"UO_0000065";"";"";"";"";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"1.0"
"CHEMBL6049151";"";"None";"272.30";"0";"0.96";"BDBM594708";"O=C1CC2(CCN(C(=O)c3ccccc3)CC2)C(=O)N1";"k_off";"'='";"";"s-1";"";"";"1260376";"";"";"";"";"";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5943615";"";"None";"286.29";"0";"0.86";"BDBM594650";"O=C1CCC2(CCN(c3nc4ncccc4o3)C2)C(=O)N1";"k_off";"'='";"";"s-1";"";"";"1260318";"";"";"";"";"";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL6028736";"";"None";"285.30";"0";"1.46";"BDBM594651";"O=C1CCC2(CCN(c3nc4ccccc4o3)C2)C(=O)N1";"Kd";"'='";"46.0";"nM";"7.34";"";"1260319";"UO_0000065";"25.72";"0.48";"5.88";"9.73";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"46.0"
"CHEMBL6017315";"";"None";"302.36";"0";"1.32";"BDBM594653";"O=C1CCC2(CCN(c3nc4cnccc4s3)C2)C(=O)N1";"k_off";"'='";"";"s-1";"";"";"1260321";"";"";"";"";"";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5865997";"";"None";"329.38";"0";"1.57";"BDBM594658";"O=C1CCC2(CCN(C(=O)c3ccc4ncsc4c3)C2)C(=O)N1";"Kd";"'='";"2.0";"nM";"8.70";"";"1260326";"UO_0000065";"26.41";"0.52";"7.13";"10.96";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"2.0"
"CHEMBL5876759";"";"None";"210.24";"0";"2.24";"BDBM588284";"O=C1Cc2ccc(-c3ccccn3)cc2N1";"kon";"'='";"";"";"";"";"1237111";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5900972";"";"None";"266.30";"0";"2.21";"BDBM588306";"CNC(=O)c1cccc(-c2ccc3c(c2)NC(=O)C3)c1";"kon";"'='";"";"";"";"";"1237130";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5846647";"";"None";"273.34";"0";"1.01";"BDBM588310";"CN1CCC(NC(=O)c2ccc3c(c2)NC(=O)C3)CC1";"kon";"'='";"";"";"";"";"1237134";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL313149";"";"None";"210.24";"0";"2.24";"BDBM50469986";"O=C1Cc2cc(-c3ccncc3)ccc2N1";"k_off";"'='";"";"s-1";"";"";"1237146";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5803567";"";"None";"225.25";"0";"1.83";"BDBM588328";"Nc1ncccc1-c1ccc2c(c1)CC(=O)N2";"IC50";"'='";"200000.0";"nM";"";"Outside typical range";"1237152";"UO_0000065";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"200000.0"
"CHEMBL5903222";"";"None";"281.31";"0";"2.51";"BDBM588332";"CC(=O)Nc1ccc(-c2ccc3c(c2)CC(=O)N3)c(C)n1";"IC50";"'>'";"300000.0";"nM";"";"Outside typical range";"1237156";"UO_0000065";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"300000.0"
"CHEMBL5773302";"";"None";"281.32";"0";"2.51";"BDBM588333";"CC(=O)Nc1cc(C)c(-c2ccc3c(c2)CC(=O)N3)cn1";"IC50";"'='";"50500.0";"nM";"4.30";"";"1237157";"UO_0000065";"15.27";"0.28";"1.79";"6.04";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"50500.0"
"CHEMBL5902286";"";"None";"421.50";"0";"3.54";"BDBM588335";"CC(C)(C)OC(=O)N1CCN(C(=O)c2ccc(-c3ccc4c(c3)CC(=O)N4)cc2)CC1";"kon";"'='";"";"";"";"";"1237159";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5945094";"";"None";"321.38";"0";"1.89";"BDBM588337";"O=C1Cc2cc(-c3ccc(C(=O)N4CCNCC4)cc3)ccc2N1";"IC50";"'='";"200000.0";"nM";"";"Outside typical range";"1237161";"UO_0000065";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"200000.0"
"CHEMBL5945094";"";"None";"321.38";"0";"1.89";"BDBM588337";"O=C1Cc2cc(-c3ccc(C(=O)N4CCNCC4)cc3)ccc2N1";"kon";"'='";"";"";"";"";"1237161";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
